_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,y,z,p,item_id,question,answers
{},"{""y"": false, ""z"": null, ""p"": {""0"": 0.6653160154819489, ""1"": 0.33468398451805115}}",11,2025-08-20 00:46:13,False,,,KnowledgeTrial,27,27,True,27,2,5,optimal_test,"{""item_id"": 11, ""question"": ""What is the largest celestial object of the asteroid belt?"", ""answers"": [""dwarf planet ceres"", ""the largest celestial object of the asteroid belt is ceres."", ""ceres""]}",True,False,0.0,0.0,,,True,29.0,,,6.428,205.0,230.0,25.0,0.36936936936936937,0.4144144144144144,False,False,False,False,0,default,KnowledgeTrial,Info,False,,"{""0"": 0.6653160154819489, ""1"": 0.33468398451805115}",11,What is the largest celestial object of the asteroid belt?,"[""dwarf planet ceres"", ""the largest celestial object of the asteroid belt is ceres."", ""ceres""]"
{},"{""y"": false, ""z"": 1, ""p"": {""0"": 0.5, ""1"": 0.5}}",12,2025-08-20 00:46:24,False,,,KnowledgeTrial,7,7,True,7,1,4,optimal_treatment,"{""item_id"": 6, ""question"": ""Independence Day was first established as a holiday by Congress in what year?"", ""answers"": [""ad 1870"", ""1869 or 1870"", ""1870"", ""in 1870"", ""1870 ad""]}",True,False,0.0,0.0,,1776,True,33.0,,,8.959,155.0,180.0,25.0,0.27927927927927926,0.3243243243243243,False,False,False,False,0,default,KnowledgeTrial,Info,False,1.0,"{""0"": 0.5, ""1"": 0.5}",6,Independence Day was first established as a holiday by Congress in what year?,"[""ad 1870"", ""1869 or 1870"", ""1870"", ""in 1870"", ""1870 ad""]"
{},"{""y"": false, ""z"": null, ""p"": {""0"": 0.7267680168151855, ""1"": 0.27323198318481445}}",13,2025-08-20 00:46:26,False,,,KnowledgeTrial,28,28,True,28,2,5,optimal_test,"{""item_id"": 12, ""question"": ""Pluto used to be the 9th planet of our solar system, but is no longer considered as a planet by scientists nowadays but as a \u2026?"", ""answers"": [""drawf planet"", ""dwarf"", ""dwarf plane"", ""dwarf planet"", ""dwarf giant"", ""planetoid or dwarf planet"", ""pluto is no longer considered a planet by scientists; instead, it is classified as a dwarf planet."", ""dwarf star"", ""dwarf, planet"", ""dwarf planet?"", ""a dwarf planet"", ""dwarf planet."", ""pluto is no longer considered a planet by scientists nowadays but as a dwarf planet."", ""dwarf plant"", ""dwarf plnt""]}",True,False,0.0,0.0,,planetoid,True,34.0,,,9.192,230.0,255.0,25.0,0.4144144144144144,0.45945945945945943,False,False,False,False,0,default,KnowledgeTrial,Info,False,,"{""0"": 0.7267680168151855, ""1"": 0.27323198318481445}",12,"Pluto used to be the 9th planet of our solar system, but is no longer considered as a planet by scientists nowadays but as a …?","[""drawf planet"", ""dwarf"", ""dwarf plane"", ""dwarf planet"", ""dwarf giant"", ""planetoid or dwarf planet"", ""pluto is no longer considered a planet by scientists; instead, it is classified as a dwarf planet."", ""dwarf star"", ""dwarf, planet"", ""dwarf planet?"", ""a dwarf planet"", ""dwarf planet."", ""pluto is no longer considered a planet by scientists nowadays but as a dwarf planet."", ""dwarf plant"", ""dwarf plnt""]"
{},"{""y"": false, ""z"": null, ""p"": {""0"": 0.544834315776825, ""1"": 0.45516568422317505}}",14,2025-08-20 00:46:37,False,,,KnowledgeTrial,30,30,True,30,1,6,optimal_test,"{""item_id"": 14, ""question"": ""What is the name of the circumstellar disc located beyond the orbit of Neptune?"", ""answers"": [""kuiperbelt"", ""kuiper"", ""the kuiper belt"", ""kuipter belt"", ""the circumstellar disc located beyond the orbit of neptune is called the kuiper belt."", ""kuiper belt"", ""kaipur belt"", ""kuiper belt."", ""kiper belt"", ""keiper belt"", ""kuiperr belt""]}",True,False,0.0,0.0,,,True,38.0,,,19.389000000000003,180.0,205.0,25.0,0.32432432432432434,0.36936936936936937,False,False,False,False,0,default,KnowledgeTrial,Info,False,,"{""0"": 0.544834315776825, ""1"": 0.45516568422317505}",14,What is the name of the circumstellar disc located beyond the orbit of Neptune?,"[""kuiperbelt"", ""kuiper"", ""the kuiper belt"", ""kuipter belt"", ""the circumstellar disc located beyond the orbit of neptune is called the kuiper belt."", ""kuiper belt"", ""kaipur belt"", ""kuiper belt."", ""kiper belt"", ""keiper belt"", ""kuiperr belt""]"
{},"{""y"": false, ""z"": null, ""p"": {""0"": 0.7848526239395142, ""1"": 0.21514737606048584}}",15,2025-08-20 00:46:41,False,,,KnowledgeTrial,30,30,True,30,2,5,optimal_test,"{""item_id"": 14, ""question"": ""What is the name of the circumstellar disc located beyond the orbit of Neptune?"", ""answers"": [""kuiperbelt"", ""kuiper"", ""the kuiper belt"", ""kuipter belt"", ""the circumstellar disc located beyond the orbit of neptune is called the kuiper belt."", ""kuiper belt"", ""kaipur belt"", ""kuiper belt."", ""kiper belt"", ""keiper belt"", ""kuiperr belt""]}",True,False,0.0,0.0,,,True,36.0,,,4.817,255.0,280.0,25.0,0.45945945945945943,0.5045045045045045,False,False,False,False,0,default,KnowledgeTrial,Info,False,,"{""0"": 0.7848526239395142, ""1"": 0.21514737606048584}",14,What is the name of the circumstellar disc located beyond the orbit of Neptune?,"[""kuiperbelt"", ""kuiper"", ""the kuiper belt"", ""kuipter belt"", ""the circumstellar disc located beyond the orbit of neptune is called the kuiper belt."", ""kuiper belt"", ""kaipur belt"", ""kuiper belt."", ""kiper belt"", ""keiper belt"", ""kuiperr belt""]"
{},"{""y"": true, ""z"": null, ""p"": {""0"": 0.8549138307571411, ""1"": 0.1450861692428589}}",16,2025-08-20 00:46:52,False,,,KnowledgeTrial,20,20,True,20,2,5,optimal_test,"{""item_id"": 4, ""question"": ""What is the orbital period of the Earth around the Sun in days?"", ""answers"": [""365 days"", ""364.25"", ""365 or 366 in leap years"", ""365.26"", ""365 days."", ""364.25 days"", ""approximately 365.25 days"", ""365 days (and a quarter that gives us leap years...)"", ""365"", ""365.25 days"", ""365."", ""365.25"", ""365.3""]}",True,False,1.0,0.0,,365,True,40.0,,,7.46,280.0,305.0,25.0,0.5045045045045045,0.5495495495495495,False,False,False,False,0,default,KnowledgeTrial,Info,True,,"{""0"": 0.8549138307571411, ""1"": 0.1450861692428589}",4,What is the orbital period of the Earth around the Sun in days?,"[""365 days"", ""364.25"", ""365 or 366 in leap years"", ""365.26"", ""365 days."", ""364.25 days"", ""approximately 365.25 days"", ""365 days (and a quarter that gives us leap years...)"", ""365"", ""365.25 days"", ""365."", ""365.25"", ""365.3""]"
{},"{""y"": true, ""z"": null, ""p"": {""0"": 0.7090823650360107, ""1"": 0.29091763496398926}}",17,2025-08-20 00:47:02,False,,,KnowledgeTrial,22,22,True,22,1,6,optimal_test,"{""item_id"": 6, ""question"": ""What is Earth\u2019s only natural satellite?"", ""answers"": [""the moon"", ""the moon?"", ""the  moon"", ""moon"", ""earth's only natural satellite is the moon."", ""the moon (luna)"", ""our moon"", ""moon."", ""the moon/luna"", ""the moon."", ""moom"", ""moon/luna"", ""luna"", ""the moom""]}",True,False,1.0,0.0,,the moon,True,42.0,,,10.021,205.0,230.0,25.0,0.36936936936936937,0.4144144144144144,False,False,False,False,0,default,KnowledgeTrial,Info,True,,"{""0"": 0.7090823650360107, ""1"": 0.29091763496398926}",6,What is Earth’s only natural satellite?,"[""the moon"", ""the moon?"", ""the  moon"", ""moon"", ""earth's only natural satellite is the moon."", ""the moon (luna)"", ""our moon"", ""moon."", ""the moon/luna"", ""the moon."", ""moom"", ""moon/luna"", ""luna"", ""the moom""]"
{},"{""y"": true, ""z"": null, ""p"": {""0"": 0.7408073842525482, ""1"": 0.2591926157474518}}",18,2025-08-20 00:47:06,False,,,KnowledgeTrial,17,17,True,17,2,5,optimal_test,"{""item_id"": 1, ""question"": ""What is the name of the first man that stepped on the Moon?"", ""answers"": [""neil armstron"", ""armstrong?"", ""neil       armstrong"", ""neil  amstrong"", ""neal armstrong"", ""neil arstrong"", ""neil armstrong."", ""niel armstrong"", ""neil armstrong (buzz should be mentioned here too)"", ""neil amstrong"", ""neil a."", ""armstrong"", ""mr. armstrong"", ""neil armstrong""]}",True,False,1.0,0.0,,Neil Armstrong,True,44.0,,,15.516,305.0,330.0,25.0,0.5495495495495495,0.5945945945945945,False,False,False,False,0,default,KnowledgeTrial,Info,True,,"{""0"": 0.7408073842525482, ""1"": 0.2591926157474518}",1,What is the name of the first man that stepped on the Moon?,"[""neil armstron"", ""armstrong?"", ""neil       armstrong"", ""neil  amstrong"", ""neal armstrong"", ""neil arstrong"", ""neil armstrong."", ""niel armstrong"", ""neil armstrong (buzz should be mentioned here too)"", ""neil amstrong"", ""neil a."", ""armstrong"", ""mr. armstrong"", ""neil armstrong""]"
{},"{""y"": true, ""z"": null, ""p"": {""0"": 0.504274994134903, ""1"": 0.49572500586509705}}",19,2025-08-20 00:47:16,False,,,KnowledgeTrial,16,16,True,16,1,6,optimal_test,"{""item_id"": 0, ""question"": ""What is the name of the first planet of the solar system?"", ""answers"": [""mercury"", ""mecury"", ""mercruy"", ""mercury."", ""the first planet of the solar system is mercury."", ""merc""]}",True,False,1.0,0.0,,mercury,True,47.0,,,14.530999999999999,230.0,255.0,25.0,0.4144144144144144,0.45945945945945943,False,False,False,False,0,default,KnowledgeTrial,Info,True,,"{""0"": 0.504274994134903, ""1"": 0.49572500586509705}",0,What is the name of the first planet of the solar system?,"[""mercury"", ""mecury"", ""mercruy"", ""mercury."", ""the first planet of the solar system is mercury."", ""merc""]"
{},"{""y"": false, ""z"": null, ""p"": {""0"": 0.6304483413696289, ""1"": 0.3695516586303711}}",20,2025-08-20 00:47:27,False,,,KnowledgeTrial,18,18,True,18,2,5,optimal_test,"{""item_id"": 2, ""question"": ""Which planet in the solar system is the only one that rotates clockwise?"", ""answers"": [""venus is the only planet in the solar system that rotates clockwise (also known as retrograde rotation)."", ""venus is the only planet in the solar system that rotates clockwise."", ""venus""]}",True,False,0.0,0.0,,,True,48.0,,,4.462,330.0,355.0,25.0,0.5945945945945945,0.6396396396396395,False,False,False,False,0,default,KnowledgeTrial,Info,False,,"{""0"": 0.6304483413696289, ""1"": 0.3695516586303711}",2,Which planet in the solar system is the only one that rotates clockwise?,"[""venus is the only planet in the solar system that rotates clockwise (also known as retrograde rotation)."", ""venus is the only planet in the solar system that rotates clockwise."", ""venus""]"
{},"{""y"": false, ""z"": null, ""p"": {""0"": 0.3858488202095032, ""1"": 0.6141511797904968}}",21,2025-08-20 00:47:35,False,,,KnowledgeTrial,24,24,True,24,1,6,optimal_test,"{""item_id"": 8, ""question"": ""How old is the Sun (rounded up to the nearest billion years)?"", ""answers"": [""the sun is approximately 4.6 billion years old."", ""4.2"", ""4"", ""4 billion"", ""4billion"", ""approximately 4.6 billions years"", ""4 billion years old"", ""5.6"", ""5 billion years"", ""4.61"", ""5 billion yrs"", ""4.6"", ""5b"", ""5 billion"", ""4500000000 years old"", ""five billion"", ""4.7 billion"", ""4 billion years"", ""4.6 billion years"", ""4billion years"", ""4.5 billion years"", ""4.6 billion"", ""4.5"", ""4.603 billion years"", ""5"", ""4.6 billion years old."", ""4500000000"", ""four billion"", ""4.4 billion years"", ""5bn"", ""4.6billion years ago""]}",True,False,0.0,0.0,,,True,50.0,,,7.592,255.0,280.0,25.0,0.45945945945945943,0.5045045045045045,False,False,False,False,0,default,KnowledgeTrial,Info,False,,"{""0"": 0.3858488202095032, ""1"": 0.6141511797904968}",8,How old is the Sun (rounded up to the nearest billion years)?,"[""the sun is approximately 4.6 billion years old."", ""4.2"", ""4"", ""4 billion"", ""4billion"", ""approximately 4.6 billions years"", ""4 billion years old"", ""5.6"", ""5 billion years"", ""4.61"", ""5 billion yrs"", ""4.6"", ""5b"", ""5 billion"", ""4500000000 years old"", ""five billion"", ""4.7 billion"", ""4 billion years"", ""4.6 billion years"", ""4billion years"", ""4.5 billion years"", ""4.6 billion"", ""4.5"", ""4.603 billion years"", ""5"", ""4.6 billion years old."", ""4500000000"", ""four billion"", ""4.4 billion years"", ""5bn"", ""4.6billion years ago""]"
{},"{""y"": false, ""z"": null, ""p"": {""0"": 0.6425499320030212, ""1"": 0.35745006799697876}}",22,2025-08-20 00:47:37,False,,,KnowledgeTrial,19,19,True,19,2,5,optimal_test,"{""item_id"": 3, ""question"": ""Which planet has a hexagon shaped cloud formation on its north pole?"", ""answers"": [""saturn"", ""saturn is the planet with a hexagon-shaped cloud formation on its north pole."", ""satrun"", ""saturn has a hexagon-shaped cloud formation on its north pole."", ""saturn's hexagon""]}",True,False,0.0,0.0,,Mercury,True,52.0,,,11.373,355.0,380.0,25.0,0.6396396396396395,0.6846846846846846,False,False,False,False,0,default,KnowledgeTrial,Info,False,,"{""0"": 0.6425499320030212, ""1"": 0.35745006799697876}",3,Which planet has a hexagon shaped cloud formation on its north pole?,"[""saturn"", ""saturn is the planet with a hexagon-shaped cloud formation on its north pole."", ""satrun"", ""saturn has a hexagon-shaped cloud formation on its north pole."", ""saturn's hexagon""]"
{},"{""y"": false, ""z"": null, ""p"": {""0"": 0.4870060086250305, ""1"": 0.5129939913749695}}",23,2025-08-20 00:47:48,False,,,KnowledgeTrial,19,19,True,19,1,6,optimal_test,"{""item_id"": 3, ""question"": ""Which planet has a hexagon shaped cloud formation on its north pole?"", ""answers"": [""saturn"", ""saturn is the planet with a hexagon-shaped cloud formation on its north pole."", ""satrun"", ""saturn has a hexagon-shaped cloud formation on its north pole."", ""saturn's hexagon""]}",True,False,0.0,0.0,,jupiter,True,57.0,,,22.798000000000002,280.0,305.0,25.0,0.5045045045045045,0.5495495495495495,False,False,False,False,0,default,KnowledgeTrial,Info,False,,"{""0"": 0.4870060086250305, ""1"": 0.5129939913749695}",3,Which planet has a hexagon shaped cloud formation on its north pole?,"[""saturn"", ""saturn is the planet with a hexagon-shaped cloud formation on its north pole."", ""satrun"", ""saturn has a hexagon-shaped cloud formation on its north pole."", ""saturn's hexagon""]"
{},"{""y"": true, ""z"": null, ""p"": {""0"": 0.6152302622795105, ""1"": 0.3847697377204895}}",24,2025-08-20 00:47:55,False,,,KnowledgeTrial,22,22,True,22,2,5,optimal_test,"{""item_id"": 6, ""question"": ""What is Earth\u2019s only natural satellite?"", ""answers"": [""the moon"", ""the moon?"", ""the  moon"", ""moon"", ""earth's only natural satellite is the moon."", ""the moon (luna)"", ""our moon"", ""moon."", ""the moon/luna"", ""the moon."", ""moom"", ""moon/luna"", ""luna"", ""the moom""]}",True,False,1.0,0.0,,moon,True,54.0,,,4.879,380.0,405.0,25.0,0.6846846846846846,0.7297297297297296,False,False,False,False,0,default,KnowledgeTrial,Info,True,,"{""0"": 0.6152302622795105, ""1"": 0.3847697377204895}",6,What is Earth’s only natural satellite?,"[""the moon"", ""the moon?"", ""the  moon"", ""moon"", ""earth's only natural satellite is the moon."", ""the moon (luna)"", ""our moon"", ""moon."", ""the moon/luna"", ""the moon."", ""moom"", ""moon/luna"", ""luna"", ""the moom""]"
{},"{""y"": true, ""z"": null, ""p"": {""0"": 0.6508048176765442, ""1"": 0.3491951823234558}}",25,2025-08-20 00:48:04,False,,,KnowledgeTrial,23,23,True,23,2,5,optimal_test,"{""item_id"": 7, ""question"": ""What is the only liveable planet of our solar system?"", ""answers"": [""earth"", ""esrth"", ""earth is the only habitable (livable) planet in our solar system."", ""earth."", ""planet earth"", ""the earth"", ""ear"", ""earth is considered the only habitable (livable) planet of our solar system."", ""eath""]}",True,False,1.0,0.0,,earth,True,58.0,,,5.573,405.0,430.0,25.0,0.7297297297297296,0.7747747747747746,False,False,False,False,0,default,KnowledgeTrial,Info,True,,"{""0"": 0.6508048176765442, ""1"": 0.3491951823234558}",7,What is the only liveable planet of our solar system?,"[""earth"", ""esrth"", ""earth is the only habitable (livable) planet in our solar system."", ""earth."", ""planet earth"", ""the earth"", ""ear"", ""earth is considered the only habitable (livable) planet of our solar system."", ""eath""]"
