vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,time_credit,estimated_max_time_credit,progress,time_credit_fixes,progress_fixes,page_uuid,aborted,complete,answer,answer_accumulators,sequences,branch_log,for_loops,failure_tags,base_payment,performance_reward,unpaid_bonus,total_wait_page_time,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,awaited_async_code_block_process_id,class,object_type,aborted_modules,started_modules,finished_modules,module_id,main_consent,age,formal_education,z
"{""main_consent"": true, ""age"": ""32"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:24:45.611500"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:11:41.766630"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:24:43.489061""}",11,2025-09-03 20:10:24,False,,,Participant,58ffbf97f6c6ac9bc26ca69ce735211c,prolific,68b89f78d722db05cd2d1db4,651c4484ba17050f6b716614:68b89f78d722db05cd2d1db4,68b896a73aaef02d84094293,live,2025-09-03 20:24:48,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",4fe89901-a351-a7bd-37c2-8b84fdd07710,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,32,high_school,0.0
"{""main_consent"": true, ""age"": ""35"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:16:19.787973"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:11:55.582788"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:16:18.233509""}",12,2025-09-03 20:11:34,False,,,Participant,1cf78f0ea3d87666c0f5d18392d559c2,prolific,68b8a0e99ab1c778d3be68a8,66d0217be06f8783cc04f0a7:68b8a0e99ab1c778d3be68a8,68b896a73aaef02d84094293,live,2025-09-03 20:16:22,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",4d0f09b4-d442-6e1d-c56b-4f201b5fe04d,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,35,college,1.0
"{""main_consent"": true, ""age"": ""30"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:51:31.430092"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:34:58.467763"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:51:27.953791""}",13,2025-09-03 20:14:26,False,,,Participant,0e90e6a6bfa8394b471954cf56b9cf38,prolific,68b8a17aca9c6eb51027d556,67bcdb18c5a07dca6589a461:68b8a17aca9c6eb51027d556,68b896a73aaef02d84094293,live,2025-09-03 20:51:38,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",efadc561-22c0-c4ae-8738-90c8f386a044,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 132.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,30,postgraduate_degree_or_higher,1.0
"{""main_consent"": true, ""age"": ""40"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:25:04.979965"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:17:41.559847"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:25:02.704331""}",14,2025-09-03 20:17:16,False,,,Participant,471bb3082cad61db9a624a932dd9a359,prolific,68b8a1e2959c2b066873ddc6,5623f187ed6e5a0011c81083:68b8a1e2959c2b066873ddc6,68b896a73aaef02d84094293,live,2025-09-03 20:25:07,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",6cbd9d97-f685-c712-72b6-c1fcfdcf153b,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 109.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,40,college,1.0
"{""main_consent"": true}",15,2025-09-03 20:17:46,False,,,Participant,fef1fbd30345474e02a6f231228b914a,prolific,68b8a21e0d74f7a613ef7077,66e8c6e99be9621d5b1ed1fa:68b8a21e0d74f7a613ef7077,68b896a73aaef02d84094293,live,2025-09-03 20:24:51,,,"{""recruiter"": ""prolific""}",returned,[14],[182],30.0,805.0,0.037267080745341616,[],[],49f4faae-bc5b-e5bb-3e64-bef761841a74,False,False,"{""main_consent"": true}",[],[],"[[""main_consent_conditional"", false]]",{},"[""premature_exit"", ""assignment_returned""]",1.65,0.0,0.0,0.0,True,Chrome 127.0.0.0 on Windows 10 64-bit,,,,,Participant,Participant,[],"[""main_consent""]","[""main_consent""]",,True,,,
"{""main_consent"": true, ""age"": ""34"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:29:17.564770"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:19:39.929473"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:29:15.210663""}",16,2025-09-03 20:18:56,False,,,Participant,39ef4056b24152a2b42c803459215008,prolific,68b8a29635371674ec2d261c,670c06bb7926d2525a7a7755:68b8a29635371674ec2d261c,68b896a73aaef02d84094293,live,2025-09-03 20:29:21,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",7da2be74-a4de-eab5-cbca-49e7f2f3024e,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Linux 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,34,high_school,0.0
"{""main_consent"": true, ""age"": ""38"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:31:31.073020"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:26:40.793460"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:31:29.869183""}",17,2025-09-03 20:25:30,False,,,Participant,543ca46fa3906c4d63cf48c9cf964ef6,prolific,68b8a406b5f962dfabb7ca5d,676f2ff678d74407b518207d:68b8a406b5f962dfabb7ca5d,68b896a73aaef02d84094293,live,2025-09-03 20:31:33,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",1367a173-3c06-d3e4-43df-1af10c32be04,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on OS X 10.15.7 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,38,postgraduate_degree_or_higher,1.0
"{""main_consent"": true, ""age"": ""49"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:36:41.327837"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:26:09.916574"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:36:39.698951""}",18,2025-09-03 20:25:38,False,,,Participant,92d632740d4090d2ffca2c02c4b51a2e,prolific,68b8a434927c4e6430330b73,6724260700cede758eb0c062:68b8a434927c4e6430330b73,68b896a73aaef02d84094293,live,2025-09-03 20:36:45,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",f47dd481-1ca2-e570-0d5d-be318d6d21f4,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,49,high_school,0.0
"{""main_consent"": true, ""age"": ""30"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:31:47.050955"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:26:15.779400"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:31:46.130898""}",19,2025-09-03 20:25:53,False,,,Participant,44639a8286bd87c636ccf1d0f11d08ed,prolific,68b8a43f80a2f97f5c8aa399,5d7085f70a426200186bc676:68b8a43f80a2f97f5c8aa399,68b896a73aaef02d84094293,live,2025-09-03 20:31:49,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",32fe53b1-d724-1f2d-592b-675b29732177,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,30,postgraduate_degree_or_higher,1.0
"{""main_consent"": true, ""age"": ""32"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:42:41.357082"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:32:14.270736"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:42:39.753173""}",20,2025-09-03 20:29:54,False,,,Participant,cda41a223ea0a4b47992b6d8393ef7bc,prolific,68b8a530d93b884531ea6e70,63d6f2705562fd353b7948dc:68b8a530d93b884531ea6e70,68b896a73aaef02d84094293,live,2025-09-03 20:42:45,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",6b70f307-7f17-7124-6bd2-300b60ec5a97,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,32,college,1.0
"{""main_consent"": true, ""age"": ""41"", ""formal_education"": ""high_school"", ""z"": 0, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:43:44.237375"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:33:26.741169"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:43:42.084848""}",21,2025-09-03 20:32:29,False,,,Participant,0e1a789dead2391d9a3de8f4a7109e13,prolific,68b8a5c9d93b884531ea6e7d,5cc880f63ad1750001417a62:68b8a5c9d93b884531ea6e7d,68b896a73aaef02d84094293,live,2025-09-03 20:43:48,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",a3acf7ee-888e-3e63-dcc9-71c123f3d25f,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,41,high_school,0.0
"{""main_consent"": true, ""age"": ""56"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:43:24.634742"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:35:40.469482"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:43:22.970542""}",22,2025-09-03 20:35:00,False,,,Participant,a23fe45574829b4eec39f21d255e1685,prolific,68b8a5b090338411832bfc46,676ca3da9773676ad989ef10:68b8a5b090338411832bfc46,68b896a73aaef02d84094293,live,2025-09-03 20:43:28,1.65,,"{""recruiter"": ""prolific""}",approved,"[178, 4, 1]","[182, 5, 2]",805.0,805.0,1.0,[],"[1.0, 1.0]",5624bf9b-1890-5b6e-7b29-f93e9ebeddd3,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},[],1.65,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent"", ""optimal_treatment""]",,True,56,college,1.0
"{""main_consent"": true, ""age"": ""33"", ""formal_education"": ""college"", ""z"": 1, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-09-03T20:38:48.283952"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-09-03T20:38:41.844907"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-09-03T20:38:46.533688""}",23,2025-09-03 20:38:21,False,,,Participant,06ed7c777f677f96dbf0fb694aabdb34,prolific,68b8a6e6f270a0f4ac11c269,647dfaca60dc6f90350e765b:68b8a6e6f270a0f4ac11c269,68b896a73aaef02d84094293,live,2025-09-03 20:39:21,,,"{""recruiter"": ""prolific""}",returned,"[105, 1]","[182, 2]",80.0,805.0,0.09937888198757763,[],"[1.0, 0.13043478260869565]",60161dc1-9ff4-2f3e-0ccc-e90495c51b35,False,False,,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false]]",{},"[""premature_exit"", ""assignment_returned""]",1.65,0.0,0.0,0.0,False,Chrome 139.0.0.0 on OS X 10.15.7 64-bit,45.0,562.0,available,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment""]","[""main_consent""]",optimal_treatment,True,33,college,1.0
