vars,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,elt_id,elt_id_max,time_credit,estimated_max_time_credit,progress,time_credit_fixes,progress_fixes,page_uuid,aborted,complete,answer,answer_accumulators,sequences,branch_log,for_loops,failure_tags,base_payment,performance_reward,unpaid_bonus,total_wait_page_time,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,awaited_async_code_block_process_id,class,object_type,aborted_modules,started_modules,finished_modules,module_id,main_consent,age,formal_education,z,p_y
"{""main_consent"": true, ""age"": ""33"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T02:17:26.703888"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:12:52.415705"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T02:17:22.765050"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:14:34.221534""}",11,2025-08-20 02:12:11,False,,,Participant,0b0079cf68057a5a4d328a8ebe7a40dc,prolific,68a52eee39b901da8e88c587,67ee6f72aa206db46d5e9d11:68a52eee39b901da8e88c587,68a515a0c8c21db8f8d05b6b,live,2025-08-20 02:17:32,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",480.0,555.0,1.0,[],"[1.0, 1.0]",5ebab8bf-50b8-7575-5a37-d8c69c1a6b2f,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 134.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,33,college,1.0,
"{""main_consent"": true, ""age"": ""35"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T02:29:07.220399"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:21:57.715248"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T02:29:03.209842"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:24:49.448985""}",12,2025-08-20 02:19:32,False,,,Participant,b7690c22db169191548ec8737b16a4ba,prolific,68a52f623ad5c1523fb52c18,6709224f70eacdb20761ae3c:68a52f623ad5c1523fb52c18,68a515a0c8c21db8f8d05b6b,live,2025-08-20 02:29:14,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",480.0,555.0,1.0,[],"[1.0, 1.0]",b9e162e0-d2ba-f678-8ab7-fdfcd77729da,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 128.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,35,college,1.0,
"{""main_consent"": true, ""age"": ""34"", ""formal_education"": ""postgraduate_degree_or_higher"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T02:29:03.609029"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:25:43.342377"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T02:28:58.883304"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:26:49.571350""}",13,2025-08-20 02:24:29,False,,,Participant,ccacb0265320b343cb51be1697c78eb7,prolific,68a5316c2d293215d17f1835,5e10d288a2c6967a2c655aad:68a5316c2d293215d17f1835,68a515a0c8c21db8f8d05b6b,live,2025-08-20 02:29:07,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",430.0,555.0,1.0,[],"[1.0, 1.0]",1dae51da-48d8-8b86-668d-59630c008e85,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,34,postgraduate_degree_or_higher,1.0,
"{""main_consent"": true, ""age"": ""51"", ""formal_education"": ""high_school"", ""z"": 0, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T02:44:32.845565"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:36:43.195365"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T02:44:28.575740"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:39:18.052763""}",14,2025-08-20 02:36:04,False,,,Participant,937b9113f7e75f33102e14d5d25fade3,prolific,68a53485d317307bf711b43f,5f2eebd9d21e322a9ed68f09:68a53485d317307bf711b43f,68a515a0c8c21db8f8d05b6b,live,2025-08-20 02:44:35,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",430.0,555.0,1.0,[],"[1.0, 1.0]",c75bb690-fd1c-4904-21bf-021c0f332739,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,51,high_school,0.0,
"{""main_consent"": true, ""age"": ""45"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T02:51:30.436489"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:39:17.445182"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T02:51:26.444211"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T02:42:33.390808""}",15,2025-08-20 02:38:04,False,,,Participant,7114135b4a408bd24a739ec06ad7ed5e,prolific,68a534be3a0c52cc7f460b1e,61282ca83be28773ac7c421f:68a534be3a0c52cc7f460b1e,68a515a0c8c21db8f8d05b6b,live,2025-08-20 02:51:35,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",530.0,555.0,1.0,[],"[1.0, 1.0]",73a21c4d-674a-d792-f311-dc1d0e074967,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 138.0.0.0 on Chrome OS 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,45,college,1.0,
"{""main_consent"": true, ""age"": ""26"", ""formal_education"": ""high_school""}",16,2025-08-20 02:49:55,False,,,Participant,1ef15e4c65faff9c1d2824081389967e,prolific,68a537c2473503d73cef7f4c,61647de75314468d5cb57f93:68a537c2473503d73cef7f4c,68a515a0c8c21db8f8d05b6b,live,2025-08-20 02:50:46,,,"{""recruiter"": ""prolific""}",returned,[16],[342],40.0,555.0,0.07207207207207209,[],[],cea7f9e0-8b2a-998c-2c20-10d9d79a79f4,False,False,high_school,[],[],"[[""main_consent_conditional"", false]]",{},"[""assignment_returned"", ""premature_exit""]",1.5333333333333334,0.0,0.0,0.0,True,Chrome 137.0.0.0 on Chrome OS 64-bit,,,,,Participant,Participant,[],"[""main_consent""]","[""main_consent""]",,True,26,high_school,,
"{""main_consent"": true, ""age"": ""29"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T03:04:37.199039"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T03:00:20.655842"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T03:04:33.453184"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T03:01:17.246593""}",17,2025-08-20 02:59:52,False,,,Participant,db3c67fac377b407295c8c4cc425c9b0,prolific,68a53a10dad9c1a3aa5efef4,663e5cf112f5d047cf5c9fad:68a53a10dad9c1a3aa5efef4,68a515a0c8c21db8f8d05b6b,live,2025-08-20 03:04:40,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",505.0,555.0,1.0,[],"[1.0, 1.0]",c74695ce-461a-5f3f-2661-427ef3940b29,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,29,college,1.0,
"{""main_consent"": true, ""age"": ""65"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T03:11:26.949795"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T03:02:50.417185"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T03:11:23.289830"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T03:04:37.361137""}",18,2025-08-20 03:01:55,False,,,Participant,7ae8af5a923ff51be548fac5aa4ffd0e,prolific,68a53a8a62c1b7782f30cdf4,6691809035e52ca9b2b0f39a:68a53a8a62c1b7782f30cdf4,68a515a0c8c21db8f8d05b6b,live,2025-08-20 03:11:32,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",530.0,555.0,1.0,[],"[1.0, 1.0]",f1f6b343-4a4b-8858-2ef7-358ddfe92e8a,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,65,college,1.0,
"{""main_consent"": true, ""age"": ""71"", ""formal_education"": ""high_school"", ""z"": 0, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T03:12:51.204699"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T03:09:08.020662"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T03:12:47.394037"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T03:10:34.987426""}",19,2025-08-20 03:08:30,False,,,Participant,df94d925ea5883cf51f7e6943f252a7d,prolific,68a53c1c6153b0fad21bf91a,628f7e982aad1788d940317a:68a53c1c6153b0fad21bf91a,68a515a0c8c21db8f8d05b6b,live,2025-08-20 03:12:55,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",405.0,555.0,1.0,[],"[1.0, 1.0]",52fe1fa2-cb56-acfa-ae98-b53291936b2f,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 139.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,71,high_school,0.0,
"{""main_consent"": true, ""age"": ""23"", ""formal_education"": ""college"", ""z"": 1, ""p_y"": null, ""__Waiting for trial__loop_start_time__loop_start_time"": ""2025-08-20T03:26:40.528988"", ""__optimal_treatment__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T03:17:09.312295"", ""__wait_while__loop_start_time__loop_start_time"": ""2025-08-20T03:26:33.023984"", ""__optimal_test__trial_loop__loop_start_time__loop_start_time"": ""2025-08-20T03:20:24.645498""}",20,2025-08-20 03:15:04,False,,,Participant,4915f8905929f08c2f77121856253232,prolific,68a53d70b790a09438d15963,66f9b001cfc600029519a760:68a53d70b790a09438d15963,68a515a0c8c21db8f8d05b6b,live,2025-08-20 03:26:47,1.5333333333333334,,"{""recruiter"": ""prolific""}",approved,"[338, 4, 1]","[342, 5, 2]",455.0,555.0,1.0,[],"[1.0, 1.0]",5d18879c-345d-4579-2b1b-c7bf2b0ef66e,False,True,Finish,[],[],"[[""main_consent_conditional"", false], [""init_participant"", false], [""init_participant"", false]]",{},[],1.5333333333333334,0.0,0.0,0.0,True,Chrome 134.0.0.0 on Windows 10 64-bit,,,exit,,Participant,Participant,[],"[""main_consent"", ""optimal_treatment"", ""optimal_test""]","[""main_consent"", ""optimal_treatment"", ""optimal_test""]",,True,23,college,1.0,
